audio_url,transcription
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ001-0051.wav,"and paying great attention to the ""press work"" or actual process of printing,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ002-0106.wav,in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ008-0266.wav,"Thus in the years between May first, eighteen twenty-seven, and thirtieth April, eighteen thirty-one,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ014-0121.wav,"The prisoners were in due course transferred to Newgate, to be put upon their trial at the Central Criminal Court."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ014-0142.wav,"was strewn in front of the dock, and sprinkled it towards the bench with a contemptuous gesture."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ015-0052.wav,to the value of twenty thousand pounds.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ016-0125.wav,"with this, placed against the wall near the chevaux-de-frise, he made an escalade."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ016-0241.wav,"Calcraft served the city of London till eighteen seventy-four, when he was pensioned at the rate of twenty-five shillings per week."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ019-0202.wav,The preference given to the Pentonville system destroyed all hopes of a complete reformation of Newgate.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ019-0270.wav,"Vegetables, especially the potato, that most valuable anti-scorbutic, was too often omitted."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ021-0025.wav,"And in many directions, the intervention of that organized control which we call government"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ023-0016.wav,In nineteen thirty-three you and I knew that we must never let our economic system get completely out of joint again
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ042-0133.wav,a great change must have occurred in Oswald's thinking to induce him to return to the United States.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ042-0194.wav,"they should not be confused with slowness, indecision or fear. Only the intellectually fearless could even be remotely attracted to our doctrine,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ044-0224.wav,"would not agree with that particular wording, end quote."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ046-0092.wav,has confidence in the dedicated Secret Service men who are ready to lay down their lives for him
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ046-0111.wav,The Secret Service has attempted to perform this function through the activities of its Protective Research Section
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ048-0143.wav,the Secret Service did not at the time of the assassination have any established procedure governing its relationships with them.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ049-0154.wav,"In eighteen ninety-four,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final/LJ050-0029.wav,that is reflected in definite and comprehensive operating procedures.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ001-0051.wav,"and paying great attention to the ""press work"" or actual process of printing,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ002-0106.wav,in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ008-0266.wav,"Thus in the years between May first, eighteen twenty-seven, and thirtieth April, eighteen thirty-one,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ014-0121.wav,"The prisoners were in due course transferred to Newgate, to be put upon their trial at the Central Criminal Court."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ014-0142.wav,"was strewn in front of the dock, and sprinkled it towards the bench with a contemptuous gesture."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ015-0052.wav,to the value of twenty thousand pounds.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ016-0125.wav,"with this, placed against the wall near the chevaux-de-frise, he made an escalade."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ016-0241.wav,"Calcraft served the city of London till eighteen seventy-four, when he was pensioned at the rate of twenty-five shillings per week."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ019-0202.wav,The preference given to the Pentonville system destroyed all hopes of a complete reformation of Newgate.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ019-0270.wav,"Vegetables, especially the potato, that most valuable anti-scorbutic, was too often omitted."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ021-0025.wav,"And in many directions, the intervention of that organized control which we call government"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ023-0016.wav,In nineteen thirty-three you and I knew that we must never let our economic system get completely out of joint again
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ042-0133.wav,a great change must have occurred in Oswald's thinking to induce him to return to the United States.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ042-0194.wav,"they should not be confused with slowness, indecision or fear. Only the intellectually fearless could even be remotely attracted to our doctrine,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ044-0224.wav,"would not agree with that particular wording, end quote."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ046-0092.wav,has confidence in the dedicated Secret Service men who are ready to lay down their lives for him
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ046-0111.wav,The Secret Service has attempted to perform this function through the activities of its Protective Research Section
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ048-0143.wav,the Secret Service did not at the time of the assassination have any established procedure governing its relationships with them.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ049-0154.wav,"In eighteen ninety-four,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_final_v2/LJ050-0029.wav,that is reflected in definite and comprehensive operating procedures.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ001-0051.wav,"and paying great attention to the ""press work"" or actual process of printing,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ002-0106.wav,in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ008-0266.wav,"Thus in the years between May first, eighteen twenty-seven, and thirtieth April, eighteen thirty-one,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ014-0121.wav,"The prisoners were in due course transferred to Newgate, to be put upon their trial at the Central Criminal Court."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ014-0142.wav,"was strewn in front of the dock, and sprinkled it towards the bench with a contemptuous gesture."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ015-0052.wav,to the value of twenty thousand pounds.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ016-0125.wav,"with this, placed against the wall near the chevaux-de-frise, he made an escalade."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ016-0241.wav,"Calcraft served the city of London till eighteen seventy-four, when he was pensioned at the rate of twenty-five shillings per week."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ019-0202.wav,The preference given to the Pentonville system destroyed all hopes of a complete reformation of Newgate.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ019-0270.wav,"Vegetables, especially the potato, that most valuable anti-scorbutic, was too often omitted."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ021-0025.wav,"And in many directions, the intervention of that organized control which we call government"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ023-0016.wav,In nineteen thirty-three you and I knew that we must never let our economic system get completely out of joint again
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ042-0133.wav,a great change must have occurred in Oswald's thinking to induce him to return to the United States.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ042-0194.wav,"they should not be confused with slowness, indecision or fear. Only the intellectually fearless could even be remotely attracted to our doctrine,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ044-0224.wav,"would not agree with that particular wording, end quote."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ046-0092.wav,has confidence in the dedicated Secret Service men who are ready to lay down their lives for him
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ046-0111.wav,The Secret Service has attempted to perform this function through the activities of its Protective Research Section
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ048-0143.wav,the Secret Service did not at the time of the assassination have any established procedure governing its relationships with them.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ049-0154.wav,"In eighteen ninety-four,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/audiobox_ljspeech_only/LJ050-0029.wav,that is reflected in definite and comprehensive operating procedures.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ001-0051.wav,"and paying great attention to the ""press work"" or actual process of printing,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ002-0106.wav,in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ008-0266.wav,"Thus in the years between May first, eighteen twenty-seven, and thirtieth April, eighteen thirty-one,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ014-0121.wav,"The prisoners were in due course transferred to Newgate, to be put upon their trial at the Central Criminal Court."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ014-0142.wav,"was strewn in front of the dock, and sprinkled it towards the bench with a contemptuous gesture."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ015-0052.wav,to the value of twenty thousand pounds.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ016-0125.wav,"with this, placed against the wall near the chevaux-de-frise, he made an escalade."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ016-0241.wav,"Calcraft served the city of London till eighteen seventy-four, when he was pensioned at the rate of twenty-five shillings per week."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ019-0202.wav,The preference given to the Pentonville system destroyed all hopes of a complete reformation of Newgate.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ019-0270.wav,"Vegetables, especially the potato, that most valuable anti-scorbutic, was too often omitted."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ021-0025.wav,"And in many directions, the intervention of that organized control which we call government"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ023-0016.wav,In nineteen thirty-three you and I knew that we must never let our economic system get completely out of joint again
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ042-0133.wav,a great change must have occurred in Oswald's thinking to induce him to return to the United States.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ042-0194.wav,"they should not be confused with slowness, indecision or fear. Only the intellectually fearless could even be remotely attracted to our doctrine,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ044-0224.wav,"would not agree with that particular wording, end quote."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ046-0092.wav,has confidence in the dedicated Secret Service men who are ready to lay down their lives for him
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ046-0111.wav,The Secret Service has attempted to perform this function through the activities of its Protective Research Section
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ048-0143.wav,the Secret Service did not at the time of the assassination have any established procedure governing its relationships with them.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ049-0154.wav,"In eighteen ninety-four,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/fastspeech2/LJ050-0029.wav,that is reflected in definite and comprehensive operating procedures.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ001-0051.wav,"and paying great attention to the ""press work"" or actual process of printing,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ002-0106.wav,in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ008-0266.wav,"Thus in the years between May first, eighteen twenty-seven, and thirtieth April, eighteen thirty-one,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ014-0121.wav,"The prisoners were in due course transferred to Newgate, to be put upon their trial at the Central Criminal Court."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ014-0142.wav,"was strewn in front of the dock, and sprinkled it towards the bench with a contemptuous gesture."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ015-0052.wav,to the value of twenty thousand pounds.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ016-0125.wav,"with this, placed against the wall near the chevaux-de-frise, he made an escalade."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ016-0241.wav,"Calcraft served the city of London till eighteen seventy-four, when he was pensioned at the rate of twenty-five shillings per week."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ019-0202.wav,The preference given to the Pentonville system destroyed all hopes of a complete reformation of Newgate.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ019-0270.wav,"Vegetables, especially the potato, that most valuable anti-scorbutic, was too often omitted."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ021-0025.wav,"And in many directions, the intervention of that organized control which we call government"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ023-0016.wav,In nineteen thirty-three you and I knew that we must never let our economic system get completely out of joint again
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ042-0133.wav,a great change must have occurred in Oswald's thinking to induce him to return to the United States.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ042-0194.wav,"they should not be confused with slowness, indecision or fear. Only the intellectually fearless could even be remotely attracted to our doctrine,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ044-0224.wav,"would not agree with that particular wording, end quote."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ046-0092.wav,has confidence in the dedicated Secret Service men who are ready to lay down their lives for him
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ046-0111.wav,The Secret Service has attempted to perform this function through the activities of its Protective Research Section
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ048-0143.wav,the Secret Service did not at the time of the assassination have any established procedure governing its relationships with them.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ049-0154.wav,"In eighteen ninety-four,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/groundtruth/LJ050-0029.wav,that is reflected in definite and comprehensive operating procedures.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ001-0051.wav,"and paying great attention to the ""press work"" or actual process of printing,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ002-0106.wav,in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ008-0266.wav,"Thus in the years between May first, eighteen twenty-seven, and thirtieth April, eighteen thirty-one,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ014-0121.wav,"The prisoners were in due course transferred to Newgate, to be put upon their trial at the Central Criminal Court."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ014-0142.wav,"was strewn in front of the dock, and sprinkled it towards the bench with a contemptuous gesture."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ015-0052.wav,to the value of twenty thousand pounds.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ016-0125.wav,"with this, placed against the wall near the chevaux-de-frise, he made an escalade."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ016-0241.wav,"Calcraft served the city of London till eighteen seventy-four, when he was pensioned at the rate of twenty-five shillings per week."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ019-0202.wav,The preference given to the Pentonville system destroyed all hopes of a complete reformation of Newgate.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ019-0270.wav,"Vegetables, especially the potato, that most valuable anti-scorbutic, was too often omitted."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ021-0025.wav,"And in many directions, the intervention of that organized control which we call government"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ023-0016.wav,In nineteen thirty-three you and I knew that we must never let our economic system get completely out of joint again
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ042-0133.wav,a great change must have occurred in Oswald's thinking to induce him to return to the United States.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ042-0194.wav,"they should not be confused with slowness, indecision or fear. Only the intellectually fearless could even be remotely attracted to our doctrine,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ044-0224.wav,"would not agree with that particular wording, end quote."
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ046-0092.wav,has confidence in the dedicated Secret Service men who are ready to lay down their lives for him
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ046-0111.wav,The Secret Service has attempted to perform this function through the activities of its Protective Research Section
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ048-0143.wav,the Secret Service did not at the time of the assassination have any established procedure governing its relationships with them.
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ049-0154.wav,"In eighteen ninety-four,"
https://github.com/haoheliu/audio_samples_mos/raw/master/speech/reconstruction/LJ050-0029.wav,that is reflected in definite and comprehensive operating procedures.
